date_or_hour,metric,visits
2026-06-05,FR,12
2026-06-05,GB,17
2026-06-05,HK,8
2026-06-05,IL,2
2026-06-05,IQ,2
2026-06-05,IT,1
2026-06-05,JP,5
2026-06-05,KR,1
2026-06-05,LV,5
2026-06-05,NL,2
2026-06-05,PL,3
2026-06-05,PS,1
2026-06-05,RO,1
2026-06-05,RU,2
2026-06-05,SG,2
2026-06-05,SK,1
2026-06-05,TH,1
2026-06-05,TW,8
2026-06-05,US,171
2026-06-05,UZ,1
2026-06-05,VN,3
2026-06-06,AT,1
2026-06-06,AU,3
2026-06-06,BA,1
2026-06-06,BD,2
2026-06-06,BR,7
2026-06-06,CA,25
2026-06-06,CH,3
2026-06-06,CN,2
2026-06-06,CZ,2
2026-06-06,DE,1
2026-06-06,DK,1
2026-06-06,DZ,1
2026-06-06,EC,1
2026-06-06,ES,1
2026-06-06,FR,4
2026-06-06,GB,11
2026-06-06,HK,1
2026-06-06,ID,1
2026-06-06,IN,1
2026-06-06,IT,1
2026-06-06,JP,4
2026-06-06,KR,2
2026-06-06,KZ,1
2026-06-06,LV,3
2026-06-06,MX,1
2026-06-06,MY,6
2026-06-06,NG,1
2026-06-06,NL,5
2026-06-06,NO,2
2026-06-06,PL,9
2026-06-06,PT,1
2026-06-06,RU,9
2026-06-06,SG,4
2026-06-06,SK,9
2026-06-06,TH,3
2026-06-06,TR,1
2026-06-06,TW,3
2026-06-06,US,153
2026-06-06,VN,3
2026-06-06,ZA,1
2026-06-07,AR,23
2026-06-07,AU,3
2026-06-07,AZ,1
2026-06-07,BE,1
2026-06-07,BH,2
2026-06-07,BR,3
2026-06-07,CA,4
2026-06-07,CH,1
2026-06-07,CL,1
2026-06-07,CN,1
2026-06-07,DE,19
2026-06-07,DK,7
2026-06-07,ES,1
2026-06-07,FI,12
2026-06-07,FR,2
2026-06-07,GB,21
2026-06-07,HK,2
2026-06-07,HU,3
2026-06-07,IE,1
2026-06-07,IL,8
2026-06-07,IT,1
2026-06-07,MX,1
2026-06-07,MY,7
2026-06-07,NL,11
2026-06-07,PK,4
2026-06-07,PL,9
2026-06-07,PT,1
2026-06-07,RU,1
2026-06-07,SA,1
2026-06-07,SG,2
2026-06-07,SK,1
2026-06-07,TR,3
2026-06-07,US,141
2026-06-07,VN,2
2026-06-08,AU,2
2026-06-08,CA,2
2026-06-08,CH,2
2026-06-08,CN,1
2026-06-08,CO,1
2026-06-08,DE,1
2026-06-08,FR,3
2026-06-08,GB,10
2026-06-08,HK,1
2026-06-08,HR,2
2026-06-08,HU,4
2026-06-08,IT,2
2026-06-08,KE,1
2026-06-08,NO,1
2026-06-08,PL,1
2026-06-08,PT,1
2026-06-08,SE,1
2026-06-08,TW,2
2026-06-08,US,67
2026-06-08,UY,1
2026-06-09,AU,2
2026-06-09,BA,1
2026-06-09,BR,2
2026-06-09,CA,1
2026-06-09,CH,1
2026-06-09,CN,7
2026-06-09,CZ,4
2026-06-09,DE,2
2026-06-09,DO,1
2026-06-09,ES,32
2026-06-09,FR,11
2026-06-09,GB,9
2026-06-09,GR,5
2026-06-09,HK,2
2026-06-09,ID,5
2026-06-09,IE,1
2026-06-09,IL,1
2026-06-09,IT,4
2026-06-09,KR,1
2026-06-09,NL,3
2026-06-09,PL,2
2026-06-09,RU,2
2026-06-09,SE,2
2026-06-09,SG,12
2026-06-09,TW,4
2026-06-09,US,107
2026-06-09,VN,2
2026-06-10,AU,5
2026-06-10,BA,4
2026-06-10,BD,1
2026-06-10,BR,1
2026-06-10,BY,1
2026-06-10,CA,8
2026-06-10,CH,4
2026-06-10,CL,1
2026-06-10,CN,3
2026-06-10,CO,1
2026-06-10,DE,17
2026-06-10,EG,1
2026-06-10,ES,34
2026-06-10,FR,14
2026-06-10,GB,52
2026-06-10,GR,2
2026-06-10,HR,2
2026-06-10,HU,1
2026-06-10,IE,1
2026-06-10,IL,4
2026-06-10,IT,1
2026-06-10,JP,1
2026-06-10,KZ,1
2026-06-10,MA,1
2026-06-10,MX,2
2026-06-10,NL,3
2026-06-10,PL,5
2026-06-10,PS,1
2026-06-10,PT,1
2026-06-10,RU,1
2026-06-10,SE,4
2026-06-10,SG,4
2026-06-10,SK,1
2026-06-10,TR,1
2026-06-10,US,151
2026-06-10,UZ,3
2026-06-10,VN,3
2026-06-11,AR,1
2026-06-11,AU,2
2026-06-11,BA,2
2026-06-11,BD,2
2026-06-11,BR,1
2026-06-11,CA,1
2026-06-11,CL,1
2026-06-11,CN,1
2026-06-11,DE,10
2026-06-11,EE,2
2026-06-11,ES,22
2026-06-11,FI,1
2026-06-11,FR,9
2026-06-11,GB,10
2026-06-11,ID,1
2026-06-11,IN,1
2026-06-11,IT,1
2026-06-11,KR,2
2026-06-11,NL,3
2026-06-11,NZ,4
2026-06-11,OM,1
2026-06-11,PE,1
2026-06-11,PK,1
2026-06-11,PL,4
2026-06-11,PT,1
2026-06-11,SG,1
2026-06-11,TR,1
2026-06-11,TW,1
2026-06-11,US,92
2026-06-11,VN,1
2026-06-12,AR,1
2026-06-12,BD,1
2026-06-12,BR,1
2026-06-12,CA,6
2026-06-12,CH,6
2026-06-12,CN,1
2026-06-12,CO,2
2026-06-12,DE,5
2026-06-12,DK,2
2026-06-12,FR,2
2026-06-12,GB,5
2026-06-12,IE,3
2026-06-12,JP,7
2026-06-12,MX,1
2026-06-12,NL,27
2026-06-12,RU,2
2026-06-12,SG,1
2026-06-12,SK,2
2026-06-12,US,59
2026-06-12,VE,2
2026-06-12,VN,3
2026-06-13,AR,2
2026-06-13,BD,1
2026-06-13,BE,2
2026-06-13,CA,13
2026-06-13,CZ,1
2026-06-13,DE,4
2026-06-13,EC,1
2026-06-13,ES,4
2026-06-13,ET,1
2026-06-13,FR,4
2026-06-13,GB,11
2026-06-13,HK,4
2026-06-13,HU,1
2026-06-13,IE,1
2026-06-13,IL,7
2026-06-13,IN,3
2026-06-13,IT,9
2026-06-13,JP,2
2026-06-13,KE,1
2026-06-13,MA,2
2026-06-13,MX,1
2026-06-13,NG,1
2026-06-13,NL,2
2026-06-13,PL,6
2026-06-13,PT,1
2026-06-13,RU,1
2026-06-13,SE,1
2026-06-13,SG,2
2026-06-13,UA,1
2026-06-13,US,119
2026-06-13,UY,2
2026-06-13,VN,4
2026-06-14,AR,3
2026-06-14,BD,1
2026-06-14,BE,2
2026-06-14,BR,17
2026-06-14,CA,12
2026-06-14,CH,3
2026-06-14,CN,1
2026-06-14,CO,1
2026-06-14,CZ,1
2026-06-14,DE,9
2026-06-14,ES,5
2026-06-14,FR,9
2026-06-14,GB,16
2026-06-14,HK,1
2026-06-14,HU,1
2026-06-14,IE,2
2026-06-14,IN,1
2026-06-14,IT,3
2026-06-14,JP,2
2026-06-14,KE,1
2026-06-14,KR,3
2026-06-14,LV,1
2026-06-14,MX,2
2026-06-14,MY,1
2026-06-14,NL,1
2026-06-14,PL,1
2026-06-14,PT,2
2026-06-14,RU,1
2026-06-14,SE,3
2026-06-14,SG,4
2026-06-14,SK,5
2026-06-14,TW,1
2026-06-14,US,111
2026-06-14,VE,1
2026-06-15,AR,1
2026-06-15,AU,4
2026-06-15,BA,1
2026-06-15,CH,4
2026-06-15,DE,6
2026-06-15,EE,1
2026-06-15,ES,1
2026-06-15,FR,4
2026-06-15,HK,1
2026-06-15,PH,1
2026-06-15,SG,3
2026-06-15,SK,2
2026-06-15,TW,1
2026-06-15,US,39
2026-06-16,AR,2
2026-06-16,AT,3
2026-06-16,AU,2
2026-06-16,BR,1
2026-06-16,CA,8
2026-06-16,CN,1
2026-06-16,DE,11
2026-06-16,EG,1
2026-06-16,FI,1
2026-06-16,FR,6
2026-06-16,GB,12
2026-06-16,MX,1
2026-06-16,NL,4
2026-06-16,NZ,3
2026-06-16,PT,2
2026-06-16,SG,4
2026-06-16,TH,2
2026-06-16,TR,1
2026-06-16,TW,1
2026-06-16,US,112
2026-06-16,VN,4
2026-06-17,AU,8
2026-06-17,BR,4
2026-06-17,BY,1
2026-06-17,CZ,1
2026-06-17,DE,16
2026-06-17,DK,1
2026-06-17,FR,3
2026-06-17,GB,2
2026-06-17,HK,2
2026-06-17,IE,1
2026-06-17,IT,1
2026-06-17,KR,1
2026-06-17,MX,2
2026-06-17,NL,10
2026-06-17,NO,3
2026-06-17,PL,5
2026-06-17,PT,5
2026-06-17,SE,2
2026-06-17,SG,2
2026-06-17,SK,1
2026-06-17,US,86
2026-06-18,AU,5
2026-06-18,BE,1
2026-06-18,CA,10
2026-06-18,CN,1
2026-06-18,DE,3
2026-06-18,ES,6
2026-06-18,FR,5
2026-06-18,GB,4
2026-06-18,HU,1
2026-06-18,IE,2
2026-06-18,IN,1
2026-06-18,IT,5
2026-06-18,JP,1
2026-06-18,NL,4
2026-06-18,PH,1
2026-06-18,PL,2
2026-06-18,PT,3
2026-06-18,RU,1
2026-06-18,SG,3
2026-06-18,TH,1
2026-06-18,TW,2
2026-06-18,US,49
2026-06-19,AU,1
2026-06-19,BD,2
2026-06-19,BR,2
2026-06-19,CA,4
2026-06-19,CH,1
2026-06-19,CL,1
2026-06-19,DE,5
2026-06-19,ES,3
2026-06-19,FR,3
2026-06-19,GB,4
2026-06-19,HK,1
2026-06-19,IE,3
2026-06-19,IN,2
2026-06-19,JP,5
2026-06-19,KR,2
2026-06-19,MX,3
2026-06-19,NL,3
2026-06-19,PL,1
2026-06-19,PT,3
2026-06-19,RU,4
2026-06-19,SG,1
2026-06-19,TH,1
2026-06-19,TR,2
2026-06-19,UA,1
2026-06-19,US,102
2026-06-19,VN,13
2026-06-20,AR,2
2026-06-20,AU,10
2026-06-20,BD,2
2026-06-20,BE,5
2026-06-20,BR,3
2026-06-20,CA,7
2026-06-20,CH,1
2026-06-20,CN,1
2026-06-20,CZ,6
2026-06-20,DE,4
2026-06-20,ES,55
2026-06-20,FI,4
2026-06-20,FR,8
2026-06-20,GB,13
2026-06-20,HK,1
2026-06-20,ID,1
2026-06-20,IN,3
2026-06-20,IT,2
2026-06-20,JP,6
2026-06-20,KE,1
2026-06-20,KR,1
2026-06-20,KZ,1
2026-06-20,LV,1
2026-06-20,MA,1
2026-06-20,NL,4
2026-06-20,NZ,3
2026-06-20,PE,1
2026-06-20,PK,1
2026-06-20,PL,1
2026-06-20,PT,4
2026-06-20,RO,3
2026-06-20,RU,4
2026-06-20,SG,1
2026-06-20,TH,2
2026-06-20,TR,4
2026-06-20,TW,4
2026-06-20,UA,1
2026-06-20,US,112
2026-06-20,UY,1
2026-06-20,VE,1
2026-06-20,VN,1
2026-06-21,AR,2
2026-06-21,AU,1
2026-06-21,BR,2
2026-06-21,BW,1
2026-06-21,CA,11
2026-06-21,CH,2
2026-06-21,CZ,11
2026-06-21,DE,13
2026-06-21,EC,1
2026-06-21,ES,12
2026-06-21,FR,2
2026-06-21,GB,8
2026-06-21,HK,14
2026-06-21,ID,1
2026-06-21,IL,4
2026-06-21,IQ,1
2026-06-21,IT,4
2026-06-21,JP,2
2026-06-21,KZ,1
2026-06-21,MA,1
2026-06-21,MY,2
2026-06-21,NL,3
2026-06-21,NZ,7
2026-06-21,PH,2
2026-06-21,PL,12
2026-06-21,PT,2
2026-06-21,SE,2
2026-06-21,SG,8
2026-06-21,T1,1
2026-06-21,TW,5
2026-06-21,US,106
2026-06-21,VE,2
2026-06-21,VN,5
2026-06-22,BR,1
2026-06-22,CA,3
2026-06-22,CH,1
2026-06-22,EC,1
2026-06-22,FR,4
2026-06-22,IE,1
2026-06-22,IT,6
2026-06-22,SG,2
2026-06-22,SK,6
2026-06-22,US,20
2026-06-23,AE,3
2026-06-23,AR,3
2026-06-23,AT,2
2026-06-23,AU,1
2026-06-23,BD,1
2026-06-23,BE,1
2026-06-23,BR,7
2026-06-23,CA,18
2026-06-23,CO,1
2026-06-23,CZ,5
2026-06-23,DE,2
2026-06-23,EG,1
2026-06-23,FR,3
2026-06-23,GB,5
2026-06-23,HK,2
2026-06-23,IL,1
2026-06-23,IQ,1
2026-06-23,JP,4
2026-06-23,KH,1
2026-06-23,NL,5
2026-06-23,NZ,7
2026-06-23,PH,1
2026-06-23,PL,6
2026-06-23,PT,5
2026-06-23,SG,2
2026-06-23,SI,1
2026-06-23,TW,2
2026-06-23,US,137
2026-06-23,VN,3
2026-06-23,ZA,1
2026-06-24,AU,1
2026-06-24,BD,1
2026-06-24,BO,1
2026-06-24,BR,7
2026-06-24,CA,10
2026-06-24,CL,1
2026-06-24,DE,4
2026-06-24,FR,2
2026-06-24,GB,9
2026-06-24,HK,2
2026-06-24,IE,9
2026-06-24,KR,7
2026-06-24,PL,1
2026-06-24,PS,1
2026-06-24,SG,2
2026-06-24,TW,1
2026-06-24,UA,1
2026-06-24,US,91
2026-06-24,UY,3
2026-06-24,VN,1
2026-06-25,AR,1
2026-06-25,AT,2
2026-06-25,BD,2
2026-06-25,BE,31
2026-06-25,BR,9
2026-06-25,CA,10
2026-06-25,CN,1
2026-06-25,CR,1
2026-06-25,DE,4
2026-06-25,ES,4
2026-06-25,FR,2
2026-06-25,GB,13
2026-06-25,ID,1
2026-06-25,IT,1
2026-06-25,JP,2
2026-06-25,KR,1
2026-06-25,LB,1
2026-06-25,MA,1
2026-06-25,MX,1
2026-06-25,NL,7
2026-06-25,NZ,3
2026-06-25,PK,1
2026-06-25,PL,1
2026-06-25,SG,6
2026-06-25,SY,1
2026-06-25,TW,4
2026-06-25,US,155
2026-06-25,VN,3
2026-06-25,ZA,1
2026-06-26,AT,4
2026-06-26,AU,2
2026-06-26,BR,2
2026-06-26,CA,22
2026-06-26,CH,1
2026-06-26,CN,2
2026-06-26,CZ,1
2026-06-26,DE,2
2026-06-26,ES,5
2026-06-26,GB,11
2026-06-26,HK,2
2026-06-26,ID,2
2026-06-26,IE,2
2026-06-26,IQ,1
2026-06-26,IT,5
2026-06-26,KR,1
2026-06-26,MY,2
2026-06-26,NL,2
2026-06-26,PL,6
2026-06-26,SG,2
2026-06-26,TH,4
2026-06-26,US,115
2026-06-27,AL,2
2026-06-27,AM,1
2026-06-27,AO,1
2026-06-27,AR,2
2026-06-27,AU,5
2026-06-27,BD,1
2026-06-27,BE,4
2026-06-27,BH,1
2026-06-27,BR,5
2026-06-27,CA,14
2026-06-27,CH,4
2026-06-27,CN,3
2026-06-27,CO,3
2026-06-27,CZ,2
2026-06-27,DE,8
2026-06-27,DK,4
2026-06-27,ES,5
2026-06-27,ET,1
2026-06-27,FI,5
2026-06-27,FR,5
2026-06-27,GB,73
2026-06-27,HU,1
2026-06-27,IE,1
2026-06-27,IL,1
2026-06-27,IN,6
2026-06-27,IT,1
2026-06-27,JO,1
2026-06-27,JP,3
2026-06-27,KR,1
2026-06-27,MA,5
2026-06-27,MD,2
2026-06-27,MX,6
2026-06-27,MY,1
2026-06-27,NI,1
2026-06-27,NL,11
2026-06-27,NO,8
2026-06-27,NP,1
2026-06-27,PL,5
2026-06-27,PT,1
2026-06-27,SE,6
2026-06-27,SG,1
2026-06-27,TR,3
2026-06-27,TW,2
2026-06-27,US,231
2026-06-27,VN,3
2026-06-27,ZA,2
2026-06-28,AR,1
2026-06-28,AU,4
2026-06-28,BD,1
2026-06-28,BE,170
2026-06-28,BH,1
2026-06-28,BR,8
2026-06-28,CA,14
2026-06-28,CH,1
2026-06-28,CN,2
2026-06-28,CO,4
2026-06-28,CZ,13
2026-06-28,DE,12
2026-06-28,DO,1
2026-06-28,EC,1
2026-06-28,EG,1
2026-06-28,ES,1
2026-06-28,FI,2
2026-06-28,FR,3
2026-06-28,GB,49
2026-06-28,HK,3
2026-06-28,IE,1
2026-06-28,IL,3
2026-06-28,IN,1
2026-06-28,IQ,2
2026-06-28,IR,1
2026-06-28,IT,1
2026-06-28,JO,2
2026-06-28,JP,5
2026-06-28,KE,1
2026-06-28,KR,8
2026-06-28,LB,1
2026-06-28,MA,1
2026-06-28,MX,2
2026-06-28,NG,1
2026-06-28,NL,3
2026-06-28,PL,8
2026-06-28,PT,1
2026-06-28,PY,1
2026-06-28,RU,4
2026-06-28,SE,4
2026-06-28,SG,5
2026-06-28,SV,1
2026-06-28,TH,4
2026-06-28,TR,3
2026-06-28,TW,12
2026-06-28,UA,1
2026-06-28,US,145
2026-06-28,UZ,1
2026-06-28,VN,7
2026-06-28,ZA,3
2026-06-29,AE,1
2026-06-29,AR,1
2026-06-29,AU,3
2026-06-29,BD,1
2026-06-29,BE,2
2026-06-29,BR,3
2026-06-29,BY,1
2026-06-29,CA,9
2026-06-29,CI,1
2026-06-29,CL,2
2026-06-29,CN,1
2026-06-29,CO,1
2026-06-29,CR,2
2026-06-29,CZ,3
2026-06-29,DE,4
2026-06-29,EE,1
2026-06-29,ES,1
2026-06-29,FI,1
2026-06-29,FR,1
2026-06-29,GB,8
2026-06-29,HK,1
2026-06-29,HR,1
2026-06-29,IL,1
2026-06-29,JM,1
2026-06-29,MA,1
2026-06-29,MX,2
2026-06-29,NI,1
2026-06-29,NL,2
2026-06-29,PL,1
2026-06-29,PT,1
2026-06-29,RO,1
2026-06-29,SE,7
2026-06-29,TW,1
2026-06-29,UA,3
2026-06-29,US,74
2026-06-29,VE,11
2026-06-29,VN,4
2026-06-30,AR,2
2026-06-30,AU,2
2026-06-30,BG,1
2026-06-30,BR,7
2026-06-30,CA,12
2026-06-30,CL,1
2026-06-30,CN,1
2026-06-30,CO,1
2026-06-30,CZ,15
2026-06-30,DE,2
2026-06-30,GB,15
2026-06-30,GT,1
2026-06-30,HK,4
2026-06-30,IL,2
2026-06-30,IN,3
2026-06-30,IT,4
2026-06-30,JP,1
2026-06-30,KE,1
2026-06-30,KR,3
2026-06-30,MX,2
2026-06-30,NL,1
2026-06-30,PL,12
2026-06-30,PT,1
2026-06-30,RU,1
2026-06-30,SG,2
2026-06-30,SN,1
2026-06-30,SY,1
2026-06-30,TN,1
2026-06-30,TR,1
2026-06-30,TW,3
2026-06-30,UA,2
2026-06-30,US,90
2026-06-30,UZ,1
2026-06-30,VN,2
2026-07-01,AR,1
2026-07-01,CA,4
2026-07-01,CN,4
2026-07-01,DE,1
2026-07-01,GB,23
2026-07-01,IT,4
2026-07-01,MX,2
2026-07-01,PT,2
2026-07-01,SG,1
2026-07-01,US,35
2026-07-01,VE,1
2026-07-02,AM,1
2026-07-02,AU,13
2026-07-02,BD,1
2026-07-02,BE,17
2026-07-02,BH,1
2026-07-02,CA,3
2026-07-02,DE,2
2026-07-02,ES,3
2026-07-02,FI,1
2026-07-02,FR,2
2026-07-02,GB,21
2026-07-02,HK,2
2026-07-02,HU,2
2026-07-02,ID,1
2026-07-02,IQ,1
2026-07-02,IT,3
2026-07-02,JP,1
2026-07-02,NZ,1
2026-07-02,PH,2
2026-07-02,RU,1
2026-07-02,SG,1
2026-07-02,TH,2
2026-07-02,TW,2
2026-07-02,US,90
2026-07-02,VN,2
2026-07-02,ZA,1
